audio_path,transcription
audio_files\Train_Seg0164.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0165.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0166.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go Bukit Timah?
audio_files\Train_Seg0167.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0168.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0169.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0170.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0171.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go Jurong!
audio_files\Train_Seg0172.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0173.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There is a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0174.wav,Kranji is where my buses park. There is a depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0175.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0176.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0177.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0178.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0179.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0180.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0181.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0182.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0183.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0184.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0185.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0186.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0187.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0188.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0189.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0190.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0191.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0192.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0193.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residences in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0194.wav,Toa Payoh is where my friends stay. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0195.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0196.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0197.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0198.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Don't go to Yishun!"
audio_files\Train_Seg0200.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0201.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0202.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go Bedok.
audio_files\Train_Seg0203.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0204.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0205.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0206.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0207.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0208.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0209.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go Bukit Timah?
audio_files\Train_Seg0210.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0211.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0212.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0213.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0214.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go Jurong!
audio_files\Train_Seg0215.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0216.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There is a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0217.wav,Kranji is where my buses park. There is a depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0218.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0219.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0220.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0221.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0222.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0223.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0224.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0225.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0226.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0227.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0228.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0229.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0230.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0231.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0232.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0233.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0234.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0235.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0236.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residences in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0237.wav,Toa Payoh is where my friends stay. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0238.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0239.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0240.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0241.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Don't go to Yishun!"
audio_files\Train_Seg0242.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0243.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0244.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go Bedok.
audio_files\Train_Seg0245.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0246.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0247.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0248.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0249.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. Tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0250.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0251.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah.
audio_files\Train_Seg0252.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0253.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0254.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0255.wav,Hougang is also a very faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0256.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0257.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0258.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0259.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0260.wav,"I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0261.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0262.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0263.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0264.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far. But last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0265.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0266.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0267.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0268.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0269.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0270.wav,Simpang is literally a junction. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0271.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0272.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0273.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0274.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0275.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be many business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0276.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0277.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon work in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0278.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0279.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0280.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0281.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0282.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0283.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go Bedok.
audio_files\Train_Seg0284.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0285.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0286.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0287.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0288.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. Tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0289.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0290.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah.
audio_files\Train_Seg0291.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0292.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0293.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0294.wav,Hougang is also a very faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0295.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0296.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0297.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0298.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0299.wav,"I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0300.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0301.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0302.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0303.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far. But last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0304.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0305.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0306.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0307.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0308.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0309.wav,Simpang is literally a junction. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0310.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0311.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0312.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0313.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0314.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be many business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0315.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0316.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon work in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0317.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0318.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0319.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0320.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0321.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go Geylang for good food. But got other things in Geylang also. Let's go Geylang!
audio_files\Train_Seg0322.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go Bedok. Don't want to go Bedok.
audio_files\Train_Seg0323.wav,There is also gym in Bishan. The house in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go Bishan!
audio_files\Train_Seg0324.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0325.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0326.wav,Bukit Merah is at the south of Singapore. Many foodcourt in Bukit Merah. A little far to go Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0327.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got club in Sentosa!
audio_files\Train_Seg0328.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
